Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
CENTRAL MAINE MEDICAL CENTER,200024,ME,READM-30-COPD-HRRP,,,0.95,19.4711,20.4962,,2020-07-01,2023-06-30
CENTRAL MAINE MEDICAL CENTER,200024,ME,READM-30-CABG-HRRP,,,0.9559,8.8262,9.2338,,2020-07-01,2023-06-30
CENTRAL MAINE MEDICAL CENTER,200024,ME,READM-30-AMI-HRRP,179.0,,0.8714,10.8359,12.4349,13.0,2020-07-01,2023-06-30
CARY MEDICAL CENTER,200031,ME,READM-30-PN-HRRP,,,0.9904,14.126,14.2631,,2020-07-01,2023-06-30
CARY MEDICAL CENTER,200031,ME,READM-30-HF-HRRP,56.0,,1.0531,18.594,17.6556,14.0,2020-07-01,2023-06-30
CARY MEDICAL CENTER,200031,ME,READM-30-COPD-HRRP,,,1.0078,15.8206,15.6986,,2020-07-01,2023-06-30
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,200033,ME,READM-30-PN-HRRP,283.0,,0.8102,14.5798,17.9963,27.0,2020-07-01,2023-06-30
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,200033,ME,READM-30-HIP-KNEE-HRRP,,,0.9796,4.9721,5.0758,,2020-07-01,2023-06-30
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,200033,ME,READM-30-HF-HRRP,648.0,,0.7921,17.8159,22.4921,99.0,2020-07-01,2023-06-30
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,200033,ME,READM-30-COPD-HRRP,92.0,,0.9796,22.1041,22.5644,19.0,2020-07-01,2023-06-30
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,200033,ME,READM-30-CABG-HRRP,,,0.8563,9.3679,10.9401,,2020-07-01,2023-06-30
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,200033,ME,READM-30-AMI-HRRP,620.0,,0.7224,10.1868,14.1014,48.0,2020-07-01,2023-06-30
ST MARY'S REGIONAL MEDICAL CENTER,200034,ME,READM-30-PN-HRRP,,,0.941,14.1469,15.0334,,2020-07-01,2023-06-30
ST MARY'S REGIONAL MEDICAL CENTER,200034,ME,READM-30-HF-HRRP,87.0,,0.9834,18.5796,18.8924,15.0,2020-07-01,2023-06-30
MAINE GENERAL MEDICAL CENTER,200039,ME,READM-30-PN-HRRP,268.0,,0.8527,12.8623,15.0833,24.0,2020-07-01,2023-06-30
MAINE GENERAL MEDICAL CENTER,200039,ME,READM-30-HF-HRRP,226.0,,0.9481,18.0059,18.9924,37.0,2020-07-01,2023-06-30
MAINE GENERAL MEDICAL CENTER,200039,ME,READM-30-COPD-HRRP,92.0,,1.0155,18.5379,18.2544,18.0,2020-07-01,2023-06-30
MAINE GENERAL MEDICAL CENTER,200039,ME,READM-30-AMI-HRRP,,,0.9255,12.595,13.6089,,2020-07-01,2023-06-30
NORTHERN LIGHT INLAND HOSPITAL,200041,ME,READM-30-PN-HRRP,,,0.9753,14.8953,15.2719,,2020-07-01,2023-06-30
NORTHERN LIGHT INLAND HOSPITAL,200041,ME,READM-30-HF-HRRP,,,0.9858,17.4222,17.6731,,2020-07-01,2023-06-30
NORTHERN LIGHT MAINE COAST HOSPITAL,200050,ME,READM-30-PN-HRRP,106.0,,1.0148,16.051,15.8168,18.0,2020-07-01,2023-06-30
NORTHERN LIGHT MAINE COAST HOSPITAL,200050,ME,READM-30-HF-HRRP,88.0,,0.9397,18.5785,19.7709,12.0,2020-07-01,2023-06-30
NORTHERN MAINE MEDICAL CENTER,200052,ME,READM-30-PN-HRRP,60.0,,1.038,15.8677,15.2861,12.0,2020-07-01,2023-06-30
NORTHERN MAINE MEDICAL CENTER,200052,ME,READM-30-HF-HRRP,,,0.9822,19.0851,19.4307,,2020-07-01,2023-06-30
PENOBSCOT BAY MEDICAL CENTER,200063,ME,READM-30-PN-HRRP,104.0,,1.0754,14.6425,13.6163,20.0,2020-07-01,2023-06-30
PENOBSCOT BAY MEDICAL CENTER,200063,ME,READM-30-HF-HRRP,135.0,,1.0309,18.445,17.8924,27.0,2020-07-01,2023-06-30
PENOBSCOT BAY MEDICAL CENTER,200063,ME,READM-30-COPD-HRRP,,,0.9899,18.3923,18.5798,,2020-07-01,2023-06-30
MERITUS MEDICAL CENTER,210001,MD,READM-30-PN-HRRP,798.0,,1.1576,18.9089,16.3339,161.0,2020-07-01,2023-06-30
MERITUS MEDICAL CENTER,210001,MD,READM-30-HIP-KNEE-HRRP,,,1.174,6.0356,5.1408,,2020-07-01,2023-06-30
MERITUS MEDICAL CENTER,210001,MD,READM-30-HF-HRRP,620.0,,0.9011,18.4411,20.4644,107.0,2020-07-01,2023-06-30
MERITUS MEDICAL CENTER,210001,MD,READM-30-COPD-HRRP,598.0,,1.0356,19.8668,19.1835,121.0,2020-07-01,2023-06-30
MERITUS MEDICAL CENTER,210001,MD,READM-30-AMI-HRRP,288.0,,1.0158,14.3193,14.097,42.0,2020-07-01,2023-06-30
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,MD,READM-30-PN-HRRP,117.0,,0.9875,18.6935,18.9296,21.0,2020-07-01,2023-06-30
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,MD,READM-30-HF-HRRP,302.0,,0.9778,21.7325,22.2269,64.0,2020-07-01,2023-06-30
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,MD,READM-30-COPD-HRRP,83.0,,1.0181,22.6851,22.2822,20.0,2020-07-01,2023-06-30
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,MD,READM-30-CABG-HRRP,291.0,,0.9795,11.2331,11.4677,32.0,2020-07-01,2023-06-30
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,MD,READM-30-AMI-HRRP,234.0,,1.0251,15.7209,15.3352,38.0,2020-07-01,2023-06-30
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,MD,READM-30-PN-HRRP,178.0,,0.9133,16.4329,17.9925,23.0,2020-07-01,2023-06-30
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,MD,READM-30-HF-HRRP,244.0,,1.1197,23.6615,21.1312,66.0,2020-07-01,2023-06-30
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,MD,READM-30-COPD-HRRP,115.0,,1.0523,23.218,22.0636,30.0,2020-07-01,2023-06-30
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,MD,READM-30-CABG-HRRP,,,0.9429,10.0339,10.642,,2020-07-01,2023-06-30
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,MD,READM-30-AMI-HRRP,,,0.9101,14.2657,15.6749,,2020-07-01,2023-06-30
HOLY CROSS HOSPITAL,210004,MD,READM-30-PN-HRRP,371.0,,0.9433,15.896,16.8516,55.0,2020-07-01,2023-06-30
HOLY CROSS HOSPITAL,210004,MD,READM-30-HIP-KNEE-HRRP,,,0.926,4.7684,5.1497,,2020-07-01,2023-06-30
HOLY CROSS HOSPITAL,210004,MD,READM-30-HF-HRRP,328.0,,0.9525,18.1069,19.0109,56.0,2020-07-01,2023-06-30
HOLY CROSS HOSPITAL,210004,MD,READM-30-COPD-HRRP,98.0,,0.9332,16.4432,17.6195,12.0,2020-07-01,2023-06-30
HOLY CROSS HOSPITAL,210004,MD,READM-30-AMI-HRRP,94.0,,1.1182,15.5555,13.9109,20.0,2020-07-01,2023-06-30
FREDERICK HEALTH HOSPITAL,210005,MD,READM-30-PN-HRRP,678.0,,0.938,14.4921,15.4492,94.0,2020-07-01,2023-06-30
FREDERICK HEALTH HOSPITAL,210005,MD,READM-30-HIP-KNEE-HRRP,,,0.9616,4.6739,4.8603,,2020-07-01,2023-06-30
FREDERICK HEALTH HOSPITAL,210005,MD,READM-30-HF-HRRP,765.0,,0.9339,18.668,19.9889,138.0,2020-07-01,2023-06-30
FREDERICK HEALTH HOSPITAL,210005,MD,READM-30-COPD-HRRP,391.0,,1.0291,21.0163,20.4228,84.0,2020-07-01,2023-06-30
FREDERICK HEALTH HOSPITAL,210005,MD,READM-30-AMI-HRRP,198.0,,0.966,13.4695,13.944,25.0,2020-07-01,2023-06-30
MERCY MEDICAL CENTER INC,210008,MD,READM-30-PN-HRRP,62.0,,1.0077,18.49,18.3496,12.0,2020-07-01,2023-06-30
MERCY MEDICAL CENTER INC,210008,MD,READM-30-HIP-KNEE-HRRP,,,0.9259,4.2382,4.5772,,2020-07-01,2023-06-30
MERCY MEDICAL CENTER INC,210008,MD,READM-30-HF-HRRP,168.0,,1.0353,21.73,20.9899,39.0,2020-07-01,2023-06-30
MERCY MEDICAL CENTER INC,210008,MD,READM-30-COPD-HRRP,43.0,,1.0243,21.9484,21.4277,11.0,2020-07-01,2023-06-30
"JOHNS HOPKINS HOSPITAL, THE",210009,MD,READM-30-PN-HRRP,291.0,,0.9466,17.8002,18.8042,48.0,2020-07-01,2023-06-30
"JOHNS HOPKINS HOSPITAL, THE",210009,MD,READM-30-HF-HRRP,683.0,,0.8915,19.9447,22.3732,128.0,2020-07-01,2023-06-30
"JOHNS HOPKINS HOSPITAL, THE",210009,MD,READM-30-COPD-HRRP,143.0,,0.9548,23.1297,24.2253,30.0,2020-07-01,2023-06-30
"JOHNS HOPKINS HOSPITAL, THE",210009,MD,READM-30-CABG-HRRP,251.0,,0.9136,9.9556,10.8965,22.0,2020-07-01,2023-06-30
"JOHNS HOPKINS HOSPITAL, THE",210009,MD,READM-30-AMI-HRRP,186.0,,1.0027,15.5213,15.4801,29.0,2020-07-01,2023-06-30
SAINT AGNES HOSPITAL,210011,MD,READM-30-PN-HRRP,344.0,,0.9934,15.2456,15.3476,52.0,2020-07-01,2023-06-30
SAINT AGNES HOSPITAL,210011,MD,READM-30-HIP-KNEE-HRRP,,,1.2253,6.2516,5.1022,,2020-07-01,2023-06-30
SAINT AGNES HOSPITAL,210011,MD,READM-30-HF-HRRP,475.0,,0.9378,17.9954,19.1892,81.0,2020-07-01,2023-06-30
SAINT AGNES HOSPITAL,210011,MD,READM-30-COPD-HRRP,298.0,,1.0122,19.54,19.3036,59.0,2020-07-01,2023-06-30
SAINT AGNES HOSPITAL,210011,MD,READM-30-AMI-HRRP,126.0,,0.9767,13.59,13.9137,16.0,2020-07-01,2023-06-30
SINAI HOSPITAL OF BALTIMORE,210012,MD,READM-30-PN-HRRP,410.0,,0.8904,15.3374,17.2259,55.0,2020-07-01,2023-06-30
SINAI HOSPITAL OF BALTIMORE,210012,MD,READM-30-HIP-KNEE-HRRP,,,0.8608,4.3492,5.0526,,2020-07-01,2023-06-30
SINAI HOSPITAL OF BALTIMORE,210012,MD,READM-30-HF-HRRP,493.0,,1.0184,20.831,20.4539,104.0,2020-07-01,2023-06-30
SINAI HOSPITAL OF BALTIMORE,210012,MD,READM-30-COPD-HRRP,165.0,,0.9733,19.8328,20.3769,31.0,2020-07-01,2023-06-30
SINAI HOSPITAL OF BALTIMORE,210012,MD,READM-30-CABG-HRRP,167.0,,1.0106,9.9739,9.8692,17.0,2020-07-01,2023-06-30
SINAI HOSPITAL OF BALTIMORE,210012,MD,READM-30-AMI-HRRP,257.0,,0.9568,13.6671,14.2835,33.0,2020-07-01,2023-06-30
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,MD,READM-30-PN-HRRP,799.0,,0.9416,16.4086,17.4271,127.0,2020-07-01,2023-06-30
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,MD,READM-30-HIP-KNEE-HRRP,,,1.0486,4.9622,4.7321,,2020-07-01,2023-06-30
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,MD,READM-30-HF-HRRP,954.0,,0.9568,20.4566,21.3795,192.0,2020-07-01,2023-06-30
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,MD,READM-30-COPD-HRRP,524.0,,0.9337,19.3387,20.712,97.0,2020-07-01,2023-06-30
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,MD,READM-30-AMI-HRRP,194.0,,1.0115,17.2318,17.0362,34.0,2020-07-01,2023-06-30
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,MD,READM-30-PN-HRRP,429.0,,1.0789,17.6604,16.3695,81.0,2020-07-01,2023-06-30
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,MD,READM-30-HIP-KNEE-HRRP,,,1.2385,5.5335,4.4679,,2020-07-01,2023-06-30
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,MD,READM-30-HF-HRRP,472.0,,1.0528,20.2042,19.1917,99.0,2020-07-01,2023-06-30
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,MD,READM-30-COPD-HRRP,140.0,,1.0793,20.8243,19.2947,34.0,2020-07-01,2023-06-30
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,MD,READM-30-CABG-HRRP,265.0,,1.0653,11.656,10.9412,33.0,2020-07-01,2023-06-30
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,MD,READM-30-AMI-HRRP,261.0,,1.0255,13.7149,13.3739,37.0,2020-07-01,2023-06-30
GARRETT REGIONAL MEDICAL CENTER,210017,MD,READM-30-PN-HRRP,,,0.9346,14.5082,15.5243,,2020-07-01,2023-06-30
GARRETT REGIONAL MEDICAL CENTER,210017,MD,READM-30-HIP-KNEE-HRRP,,,0.7675,3.4401,4.4825,,2020-07-01,2023-06-30
GARRETT REGIONAL MEDICAL CENTER,210017,MD,READM-30-HF-HRRP,89.0,,0.9547,19.4099,20.3312,14.0,2020-07-01,2023-06-30
GARRETT REGIONAL MEDICAL CENTER,210017,MD,READM-30-COPD-HRRP,,,1.015,18.5681,18.2937,,2020-07-01,2023-06-30
MEDSTAR MONTGOMERY MEDICAL CENTER,210018,MD,READM-30-PN-HRRP,479.0,,0.9438,14.7924,15.6724,67.0,2020-07-01,2023-06-30
MEDSTAR MONTGOMERY MEDICAL CENTER,210018,MD,READM-30-HF-HRRP,253.0,,0.9539,18.6954,19.6,44.0,2020-07-01,2023-06-30
MEDSTAR MONTGOMERY MEDICAL CENTER,210018,MD,READM-30-COPD-HRRP,102.0,,0.9325,17.9504,19.2493,14.0,2020-07-01,2023-06-30
MEDSTAR MONTGOMERY MEDICAL CENTER,210018,MD,READM-30-AMI-HRRP,,,1.0015,17.4343,17.409,,2020-07-01,2023-06-30
"TIDALHEALTH PENINSULA REGIONAL, INC",210019,MD,READM-30-PN-HRRP,678.0,,0.9637,15.8551,16.4526,105.0,2020-07-01,2023-06-30
"TIDALHEALTH PENINSULA REGIONAL, INC",210019,MD,READM-30-HIP-KNEE-HRRP,,,0.8711,6.2569,7.1829,,2020-07-01,2023-06-30
"TIDALHEALTH PENINSULA REGIONAL, INC",210019,MD,READM-30-HF-HRRP,445.0,,0.8876,18.053,20.3398,72.0,2020-07-01,2023-06-30
"TIDALHEALTH PENINSULA REGIONAL, INC",210019,MD,READM-30-COPD-HRRP,504.0,,0.9667,18.671,19.3139,92.0,2020-07-01,2023-06-30
"TIDALHEALTH PENINSULA REGIONAL, INC",210019,MD,READM-30-CABG-HRRP,245.0,,0.9362,10.6862,11.4147,24.0,2020-07-01,2023-06-30
"TIDALHEALTH PENINSULA REGIONAL, INC",210019,MD,READM-30-AMI-HRRP,466.0,,0.9625,13.9148,14.4565,63.0,2020-07-01,2023-06-30
SUBURBAN HOSPITAL,210022,MD,READM-30-PN-HRRP,562.0,,1.0171,15.2791,15.022,87.0,2020-07-01,2023-06-30
SUBURBAN HOSPITAL,210022,MD,READM-30-HIP-KNEE-HRRP,,,1.0062,5.1483,5.1165,,2020-07-01,2023-06-30
SUBURBAN HOSPITAL,210022,MD,READM-30-HF-HRRP,757.0,,1.0062,18.1734,18.0614,138.0,2020-07-01,2023-06-30
SUBURBAN HOSPITAL,210022,MD,READM-30-COPD-HRRP,128.0,,1.0198,19.3552,18.9801,26.0,2020-07-01,2023-06-30
SUBURBAN HOSPITAL,210022,MD,READM-30-CABG-HRRP,127.0,,1.0159,9.8347,9.6807,13.0,2020-07-01,2023-06-30
SUBURBAN HOSPITAL,210022,MD,READM-30-AMI-HRRP,292.0,,0.9594,11.9701,12.4768,33.0,2020-07-01,2023-06-30
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,MD,READM-30-PN-HRRP,1122.0,,1.0024,15.6718,15.6342,176.0,2020-07-01,2023-06-30
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,MD,READM-30-HIP-KNEE-HRRP,237.0,,1.2093,6.5524,5.4184,18.0,2020-07-01,2023-06-30
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,MD,READM-30-HF-HRRP,1747.0,,0.9805,18.3955,18.7618,320.0,2020-07-01,2023-06-30
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,MD,READM-30-COPD-HRRP,533.0,,0.9985,19.1543,19.1827,102.0,2020-07-01,2023-06-30
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,MD,READM-30-CABG-HRRP,,,0.8986,9.1382,10.1688,,2020-07-01,2023-06-30
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,MD,READM-30-AMI-HRRP,381.0,,1.1333,14.6852,12.9583,62.0,2020-07-01,2023-06-30
MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,READM-30-PN-HRRP,195.0,,0.9511,17.6876,18.5962,31.0,2020-07-01,2023-06-30
MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,READM-30-HIP-KNEE-HRRP,,,0.8366,3.9632,4.7374,,2020-07-01,2023-06-30
MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,READM-30-HF-HRRP,635.0,,0.9352,20.7627,22.2019,127.0,2020-07-01,2023-06-30
MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,READM-30-COPD-HRRP,193.0,,1.0151,22.8008,22.4616,45.0,2020-07-01,2023-06-30
MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,READM-30-CABG-HRRP,162.0,,0.9065,9.3805,10.3485,12.0,2020-07-01,2023-06-30
MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,READM-30-AMI-HRRP,397.0,,0.8341,14.1003,16.9046,47.0,2020-07-01,2023-06-30
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,MD,READM-30-PN-HRRP,573.0,,0.8826,15.2542,17.2837,79.0,2020-07-01,2023-06-30
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,MD,READM-30-HIP-KNEE-HRRP,,,0.9276,5.1322,5.5328,,2020-07-01,2023-06-30
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,MD,READM-30-HF-HRRP,525.0,,0.928,19.2945,20.7924,96.0,2020-07-01,2023-06-30
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,MD,READM-30-COPD-HRRP,288.0,,1.0001,19.096,19.0948,55.0,2020-07-01,2023-06-30
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,MD,READM-30-CABG-HRRP,,,0.924,10.1058,10.9367,,2020-07-01,2023-06-30
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,MD,READM-30-AMI-HRRP,234.0,,0.9812,14.0658,14.3359,32.0,2020-07-01,2023-06-30
MEDSTAR SAINT MARY'S HOSPITAL,210028,MD,READM-30-PN-HRRP,432.0,,0.9201,14.7144,15.9913,58.0,2020-07-01,2023-06-30
MEDSTAR SAINT MARY'S HOSPITAL,210028,MD,READM-30-HIP-KNEE-HRRP,,,0.7918,3.5409,4.4719,,2020-07-01,2023-06-30
MEDSTAR SAINT MARY'S HOSPITAL,210028,MD,READM-30-HF-HRRP,429.0,,1.134,23.0516,20.328,108.0,2020-07-01,2023-06-30
MEDSTAR SAINT MARY'S HOSPITAL,210028,MD,READM-30-COPD-HRRP,220.0,,0.9161,17.4501,19.0475,33.0,2020-07-01,2023-06-30
MEDSTAR SAINT MARY'S HOSPITAL,210028,MD,READM-30-AMI-HRRP,,,0.9132,15.0178,16.4461,,2020-07-01,2023-06-30
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,MD,READM-30-PN-HRRP,296.0,,0.9053,16.8621,18.6261,43.0,2020-07-01,2023-06-30
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,MD,READM-30-HIP-KNEE-HRRP,,,1.1373,7.0158,6.1688,,2020-07-01,2023-06-30
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,MD,READM-30-HF-HRRP,592.0,,0.9124,19.3423,21.1984,108.0,2020-07-01,2023-06-30
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,MD,READM-30-COPD-HRRP,283.0,,1.0327,23.6212,22.8738,69.0,2020-07-01,2023-06-30
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,MD,READM-30-AMI-HRRP,119.0,,1.0662,16.6551,15.6213,23.0,2020-07-01,2023-06-30
UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,210030,MD,READM-30-PN-HRRP,,,0.9469,14.6378,15.4594,,2020-07-01,2023-06-30
UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,210030,MD,READM-30-HF-HRRP,,,0.9488,16.7937,17.6996,,2020-07-01,2023-06-30
UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,210030,MD,READM-30-COPD-HRRP,,,0.943,16.7843,17.7994,,2020-07-01,2023-06-30
UNION HOSPITAL OF CECIL COUNTY,210032,MD,READM-30-PN-HRRP,249.0,,1.0018,16.417,16.3876,41.0,2020-07-01,2023-06-30
UNION HOSPITAL OF CECIL COUNTY,210032,MD,READM-30-HIP-KNEE-HRRP,,,0.9698,5.4268,5.5956,,2020-07-01,2023-06-30
UNION HOSPITAL OF CECIL COUNTY,210032,MD,READM-30-HF-HRRP,289.0,,0.9639,19.5845,20.3173,54.0,2020-07-01,2023-06-30
UNION HOSPITAL OF CECIL COUNTY,210032,MD,READM-30-COPD-HRRP,252.0,,1.1293,23.0549,20.4145,66.0,2020-07-01,2023-06-30
UNION HOSPITAL OF CECIL COUNTY,210032,MD,READM-30-AMI-HRRP,,,0.9958,14.8646,14.9272,,2020-07-01,2023-06-30
CARROLL HOSPITAL CENTER,210033,MD,READM-30-PN-HRRP,920.0,,0.9942,15.5857,15.6761,143.0,2020-07-01,2023-06-30
CARROLL HOSPITAL CENTER,210033,MD,READM-30-HIP-KNEE-HRRP,,,0.9947,4.306,4.3288,,2020-07-01,2023-06-30
CARROLL HOSPITAL CENTER,210033,MD,READM-30-HF-HRRP,682.0,,0.9309,18.4763,19.8475,121.0,2020-07-01,2023-06-30
CARROLL HOSPITAL CENTER,210033,MD,READM-30-COPD-HRRP,368.0,,0.8986,16.1433,17.964,53.0,2020-07-01,2023-06-30
CARROLL HOSPITAL CENTER,210033,MD,READM-30-AMI-HRRP,142.0,,0.9859,13.1556,13.3443,18.0,2020-07-01,2023-06-30
MEDSTAR HARBOR HOSPITAL,210034,MD,READM-30-PN-HRRP,212.0,,0.9829,17.0671,17.3646,35.0,2020-07-01,2023-06-30
MEDSTAR HARBOR HOSPITAL,210034,MD,READM-30-HF-HRRP,215.0,,0.9434,19.599,20.7756,38.0,2020-07-01,2023-06-30
MEDSTAR HARBOR HOSPITAL,210034,MD,READM-30-COPD-HRRP,173.0,,0.8895,18.0848,20.3315,24.0,2020-07-01,2023-06-30
MEDSTAR HARBOR HOSPITAL,210034,MD,READM-30-AMI-HRRP,,,1.0265,14.4333,14.0607,,2020-07-01,2023-06-30
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,MD,READM-30-PN-HRRP,362.0,,0.9864,17.6643,17.9075,63.0,2020-07-01,2023-06-30
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,MD,READM-30-HIP-KNEE-HRRP,,,0.8815,4.107,4.6594,,2020-07-01,2023-06-30
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,MD,READM-30-HF-HRRP,281.0,,1.0725,21.0049,19.5858,64.0,2020-07-01,2023-06-30
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,MD,READM-30-COPD-HRRP,192.0,,0.8965,16.4838,18.3863,25.0,2020-07-01,2023-06-30
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-PN-HRRP,356.0,,0.8337,13.7971,16.5496,37.0,2020-07-01,2023-06-30
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-HIP-KNEE-HRRP,,,1.0583,5.4095,5.1113,,2020-07-01,2023-06-30
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-HF-HRRP,344.0,,0.875,17.2198,19.6797,50.0,2020-07-01,2023-06-30
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-COPD-HRRP,168.0,,0.9669,19.1045,19.7581,30.0,2020-07-01,2023-06-30
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-AMI-HRRP,184.0,,0.9386,12.4961,13.3139,20.0,2020-07-01,2023-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-PN-HRRP,51.0,,1.0464,21.0606,20.1266,14.0,2020-07-01,2023-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-HF-HRRP,83.0,,1.0152,23.9516,23.5922,21.0,2020-07-01,2023-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-COPD-HRRP,,,0.9643,19.8617,20.598,,2020-07-01,2023-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-PN-HRRP,434.0,,1.0451,17.5049,16.7492,79.0,2020-07-01,2023-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-HIP-KNEE-HRRP,,,1.1844,5.8792,4.9637,,2020-07-01,2023-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-HF-HRRP,386.0,,0.9748,20.1603,20.6823,76.0,2020-07-01,2023-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-COPD-HRRP,92.0,,0.9505,17.4933,18.4053,13.0,2020-07-01,2023-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-AMI-HRRP,,,0.9551,15.7689,16.5109,,2020-07-01,2023-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-PN-HRRP,412.0,,1.0223,17.5928,17.2093,74.0,2020-07-01,2023-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-HIP-KNEE-HRRP,,,1.1621,5.8853,5.0645,,2020-07-01,2023-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-HF-HRRP,524.0,,1.0212,21.0872,20.6504,112.0,2020-07-01,2023-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-COPD-HRRP,162.0,,1.0321,20.9661,20.3131,36.0,2020-07-01,2023-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-AMI-HRRP,,,1.0042,18.1332,18.0582,,2020-07-01,2023-06-30
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,MD,READM-30-PN-HRRP,558.0,,0.9342,15.3368,16.417,81.0,2020-07-01,2023-06-30
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,MD,READM-30-HF-HRRP,776.0,,0.8613,17.1841,19.9512,123.0,2020-07-01,2023-06-30
